Column,BRAND,REVENUE,UNITS_MOVED
2557,PEARLS,"$1,372.84",334.00
2736,PURINA ALPO,"$1,366.10",590.00
2493,OSKAR BLUES,"$1,362.96",112.00
2715,PROPHECY,"$1,361.26",74.00
1546,HINES NUT,"$1,354.13",187.00
1604,ICE BREAKERS,"$1,350.38",414.00
1594,HUMM KOMBUCHA,"$1,343.65",385.00
1153,FANTA,"$1,337.57",431.00
3254,STOVE TOP,"$1,334.26",444.00
3735,YOPLAIT OUI,"$1,330.50",887.00
183,ATLANTIC CAPES FISHERIES,"$1,324.90",110.00
1134,EVOLVE,"$1,323.98",410.00
1083,EIGHT OCLOCK COFFEE,"$1,321.72",160.00
2089,MARTINI AND ROSSI,"$1,311.18",82.00
1476,HALO TOP,"$1,308.75",235.00
1644,J LOHR,"$1,301.38",62.00
1788,KELLOGGS RICE KRISPIES,"$1,299.33",263.00
1780,KELLOGGS FROSTED MINI WHEATS,"$1,297.69",352.00
3081,SIMILAC,"$1,293.69",59.00
1174,FIBER ONE,"$1,292.86",270.00
67,ALAMOS,"$1,285.22",78.00
1024,DRUMSTICK,"$1,275.70",146.00
219,BAGEL BITES,"$1,273.90",232.00
3528,TWO GOOD,"$1,273.35",794.00
543,CALIFORNIA GIANT,"$1,272.57",243.00
2591,PERSIL,"$1,272.43",105.00
1969,LINDEMANS,"$1,268.93",107.00
1741,KARO,"$1,268.88",406.00
2913,RUBBERMAID,"$1,262.59",171.00
2668,POST GREAT GRAINS,"$1,257.35",287.00
1220,FOOD FOR LIFE,"$1,248.42",234.00
2505,PABST,"$1,246.93",124.00
1552,HOBESS,"$1,246.80",435.00
2681,POWERADE,"$1,244.74",496.00
2782,R W KNUDSEN,"$1,241.22",178.00
1244,FRANKS RED HOT,"$1,238.47",373.00
3245,STOK,"$1,237.52",248.00
2146,MICHAEL ANGELOS,"$1,236.50",250.00
1186,FIREHOOK,"$1,235.85",165.00
3266,SUAVE,"$1,234.83",379.00
631,CELESTIAL SEASONINGS,"$1,233.91",365.00
1327,GENERAL ELEC,"$1,233.20",140.00
411,BONNE MAMAN,"$1,221.38",206.00
125,ANGIES BOOMCHICKAPOP,"$1,208.12",284.00
870,CRUNCHMASTER,"$1,202.59",241.00
559,CAMPOVERDE,"$1,200.86",114.00
1836,KIT KAT,"$1,200.36",533.00
2682,POWERADE ZERO,"$1,190.73",447.00
2945,SALEMVILLE,"$1,190.64",236.00
2601,PETER PAN,"$1,183.32",318.00
2078,MARK WEST,"$1,182.26",74.00
2259,MRS TS,"$1,181.23",293.00
580,CARIBOU COFFEE,"$1,180.70",130.00
2071,MARGARET HOLMES,"$1,178.38",702.00
1101,ENERGIZER,"$1,178.08",118.00
2778,QUEST BAR,"$1,177.40",310.00
959,DIAL,"$1,176.62",372.00
1300,GALLO FAMILY VINEYARDS,"$1,169.22",78.00
2599,PETE AND GERRYS,"$1,168.05",195.00
3301,SUNSWEET,"$1,164.98",234.00
2742,PURINA CAT CHOW,"$1,161.90",122.00
3145,SNICKERS,"$1,161.66",527.00
1377,GLORY FOODS,"$1,161.31",613.00
1846,KLONDIKE,"$1,161.28",272.00
567,CANYON BAKEHOUSE,"$1,159.02",178.00
1743,KASHI,"$1,158.92",278.00
355,BLACK BOX,"$1,151.52",48.00
2654,POM WONDERFUL,"$1,149.78",172.00
2354,NEW HOLLAND BREWING,"$1,148.03",97.00
3379,TEXAS PETE,"$1,143.27",533.00
2864,RICE SELECT,"$1,138.95",149.00
2325,NATURES PATH,"$1,138.72",248.00
2022,LUC BELAIRE,"$1,133.73",27.00
1115,ESSENTIA WATER,"$1,128.18",382.00
403,BOMBSHELL,"$1,120.99",101.00
2798,RALEIGH,"$1,120.79",121.00
934,DELALLO,"$1,119.84",166.00
617,CASTILLO,"$1,119.27",73.00
2380,NOBLE VINES,"$1,119.15",85.00
2886,ROCKSTAR,"$1,119.06",584.00
3672,WHITE STREET,"$1,118.01",99.00
811,COOPER AND THIEF,"$1,115.64",36.00
2297,NASOYA,"$1,115.63",367.00
699,CHIQUITA,"$1,113.72",264.00
2402,NUTELLA,"$1,110.87",241.00
3666,WHITE CASTLE,"$1,106.51",207.00
1094,EMERALD,"$1,102.76",246.00
1657,JAMES SKINNER BAKING,"$1,101.66",184.00
2314,NATURE MADE,"$1,099.36",102.00
2013,LOUIS M MARTINI,"$1,095.62",38.00
2519,PAM,"$1,094.56",244.00
2735,PUREX,"$1,092.61",139.00
1018,DREAMING TREE,"$1,091.48",52.00
1239,FRANCISCAN,"$1,090.60",40.00
1778,KELLOGGS FROOT LOOPS,"$1,090.22",312.00
544,CALIFORNIA OLIVE RANCH,"$1,088.13",77.00
123,ANGEL SOFT,"$1,083.36",214.00
2252,MRS FIELDS,"$1,082.38",362.00
1807,KEURIG DONUT SHOP,"$1,076.95",93.00
3270,SUCCESS RICE,"$1,076.71",353.00
3750,ZATARAINS,"$1,075.34",505.00
1792,KEMPS,"$1,072.21",179.00
439,BRACH'S,"$1,065.48",410.00
2244,MR CLEAN,"$1,064.78",202.00
1587,HOTTIPS,"$1,064.23",77.00
2707,PRODUCE MARKETING ASSOCIATION,"$1,063.93",267.00
1623,INNOVASIAN CUISINE,"$1,062.48",152.00
2237,MOUNTAIN RIDGE,"$1,060.83",107.00
2479,ORGANICGIRL,"$1,059.64",236.00
2957,SAN PELLEGRINO,"$1,058.78",282.00
556,CAMPBELLS WELL YES,"$1,058.32",348.00
984,DOGFISH HEAD,"$1,054.19",87.00
2131,MENTOS,"$1,053.74",404.00
629,CEDARS,"$1,048.98",302.00
33,A1,"$1,048.04",232.00
802,CONUNDRUM,"$1,043.71",29.00
996,DOS EQUIS,"$1,043.23",78.00
732,CLAXTON FRUIT CAKE,"$1,042.20",204.00
1910,LAMI,"$1,041.82",278.00
418,BOOST,"$1,039.35",91.00
2525,PANTENE,"$1,038.40",216.00
3540,UNCRUSTABLES,"$1,032.27",179.00
1900,LA VIEILLE FERME,"$1,031.12",88.00
1524,HERDEZ,"$1,028.47",273.00
878,CUL DE SAC,"$1,025.43",257.00
3517,TUTTOROSSO,"$1,023.13",467.00
2472,ORBIT,"$1,021.08",404.00
2765,QUAKER CAP N CRUNCH,"$1,014.11",309.00
2076,MARIES,"$1,012.50",250.00
2859,RHODES,"$1,006.86",202.00
2002,LOREAL,"$1,002.96",104.00
3674,WHITMANS,"$1,000.83",317.00
1307,GARDEIN,$997.40,190.00
2894,ROLD GOLD,$997.36,294.00
684,CHELAN FRESH,$993.45,155.00
668,CHATEAU ST JEAN,$992.40,60.00
3029,SEATTLES BEST,$990.41,157.00
2279,MUSCLE MILK,$989.60,160.00
2362,NEWPORT,$984.21,151.00
445,BRASWELL,$983.61,243.00
236,BANG,$983.55,395.00
324,BETTER THAN BOUILLON,$979.60,170.00
2073,MARGARITAVILLE,$979.02,98.00
44,ACME,$977.06,94.00
2226,MORTON,$975.03,327.00
533,CAFE BUSTELO,$973.54,178.00
3034,SECRET,$972.89,183.00
2444,OLD ORCHARD,$968.97,357.00
1540,HIGHLAND BREWING,$968.33,67.00
3052,SHAMROCK FARMS,$966.78,522.00
3734,YOPLAIT GO-GURT,$965.79,257.00
3724,YASSO,$965.54,166.00
926,DECOY,$964.68,32.00
981,DIXIE CRYSTALS,$964.20,280.00
2273,MURPHY-GOODE,$963.46,54.00
1178,FIJI,$960.29,241.00
1132,EVOL,$960.19,221.00
1865,KRAFT EASY MAC,$959.32,310.00
2404,NUTRI GRAIN,$955.14,246.00
290,BEECH NUT,$953.51,695.00
618,CASTLE ROCK,$951.44,56.00
182,ATLANTA CHEESECAKE CO,$951.34,66.00
1255,FRESCA,$949.77,173.00
1651,JACK LINKS,$948.33,127.00
2854,RESER'S,$943.94,186.00
2834,REDDS,$943.42,131.00
2675,POST PEBBLES,$941.41,199.00
1653,JACOBS CREEK,$941.11,89.00
3677,WHOLLY GUACAMOLE,$940.63,187.00
1492,HAPPY TOT,$939.66,484.00
895,DAIRYPURE,$935.37,203.00
1923,LAVAZZA,$933.20,100.00
74,ALEVE,$932.34,118.00
1602,IAMS,$929.08,56.00
2188,MIRACLE WHIP,$927.74,208.00
432,BOUNCE,$927.64,160.00
3753,ZEIGLERS,$925.68,232.00
377,BLUE RHINO,$921.65,35.00
20,5 HOUR ENERGY,$920.88,272.00
903,DANEKO,$918.73,127.00
3133,SMIRNOFF,$916.79,98.00
3513,TUMS,$915.20,172.00
3282,SUN CHIPS,$914.62,278.00
1605,ICEHOUSE,$914.05,260.00
1489,HANS KISSLE,$912.87,113.00
238,BANQUET,$912.67,446.00
1422,GORDOS,$909.86,194.00
2973,SARTORI,$908.70,130.00
2698,PRIMAL ROOTS,$899.50,50.00
558,CAMPO VIEJO,$899.46,54.00
2663,POPSICLE,$897.90,226.00
2799,RANCHO LA GLORIA,$895.36,64.00
2010,LOU ANA,$894.24,84.00
1371,GLADE,$892.92,252.00
2057,MALT-O-MEAL,$889.77,223.00
3410,THE SILVER PALATE,$889.34,236.00
3154,SOFTSOAP,$885.89,231.00
2700,PRIMO,$884.31,119.00
201,AVEENO,$883.15,107.00
3482,TRESEMME,$882.02,172.00
793,CONCHA Y TORO,$878.39,61.00
3232,STELLA,$878.31,69.00
3762,ZING ZANG,$877.84,116.00
1945,LEINENKUGELS,$875.27,73.00
2359,NEW YORK STYLE,$873.81,219.00
947,DEPEND,$871.51,59.00
2942,SALADS OF THE SEA,$871.06,194.00
3508,TRUVIA,$868.89,135.00
3601,VINTAGE,$867.65,435.00
180,ATLANTA CHEESECAKE CO,$864.81,99.00
2806,RAYOVAC,$863.92,116.00
3290,SUNCREST FARMS,$863.66,434.00
3396,THE FIELD ROAST GRAIN MEAT CO,$861.72,128.00
367,BLUE BUNNY,$858.70,174.00
2434,OLAY,$855.95,111.00
275,BAYS,$855.61,249.00
3033,SECOND NATURE,$852.34,110.00
3650,WENTE BROTHERS,$851.58,42.00
442,BRAGG,$848.39,159.00
3551,V DAYQUIL,$847.09,69.00
1686,JOEL GOTT,$846.59,41.00
2646,POISE,$846.53,89.00
779,COLUMBIA CREST,$843.50,50.00
2193,MIST TWIST,$842.88,212.00
2253,MRS MEYERS,$839.88,132.00
1447,GREEN MOUNTAIN GRINGO,$839.63,187.00
1931,LE SUEUR,$839.44,390.00
3137,SMOKING LOON,$836.34,66.00
2485,ORTEGA,$835.63,419.00
3015,SEA BEST,$834.76,124.00
1909,LAMB WESTON,$833.69,241.00
2501,OXICLEAN,$832.55,127.00
3032,SEBASTIAN,$830.61,39.00
1073,EDNA VALLEY VINEYARD,$830.58,42.00
1595,HUNGRY JACK,$829.95,335.00
2050,MAGNUM,$829.92,148.00
1601,I CANT BELIEVE ITS NOT BUTTER,$829.36,244.00
1520,HELUVA GOOD,$829.00,326.00
2974,SARTORI RESERVE,$828.95,105.00
1201,FLEISCHMANNS,$828.90,362.00
3246,STONE,$827.01,112.00
639,CENTO,$823.98,196.00
1258,FRESH GOURMET,$823.84,246.00
2093,MARY BS,$818.30,234.00
2737,PURINA BEGGIN,$817.11,123.00
1860,KOOL AID,$816.69,331.00
1144,FABULOUS FLATS,$814.85,215.00
2971,SARANAC,$809.19,81.00
3485,TRIDENT,$805.60,290.00
962,DIAMOND OF CALIFORNIA,$804.46,154.00
1725,JUSTINS,$801.29,231.00
3533,U BY KOTEX,$801.25,147.00
821,CORE POWER,$800.56,214.00
3764,ZONEPERFECT,$799.55,105.00
177,ATHENS,$798.63,255.00
932,DEGREE,$796.89,149.00
2468,ORAL-B,$795.95,121.00
1182,FINISH,$792.62,86.00
2518,PALMOLIVE,$792.35,265.00
3720,WYMANS,$791.83,69.00
1513,HEATH,$791.57,319.00
3626,WAHLBURGER,$791.28,72.00
3362,TATES BAKE SHOP,$789.73,157.00
425,BOSTON MARKET,$787.96,244.00
198,AVA GRACE,$785.04,96.00
2843,REESES PUFFS,$783.46,168.00
2644,PLUM ORGANICS,$782.32,362.00
1924,LAWRYS,$782.25,235.00
2147,MICHAEL DAVID,$776.60,40.00
3115,SKITTLES,$776.12,482.00
3316,SWEET LORENS,$775.22,148.00
2320,NATURES DESIGN,$775.17,243.00
1901,LABATT,$770.80,70.00
940,DELSYM,$770.20,52.00
911,DARE,$765.11,189.00
872,CRUSH,$764.87,263.00
3167,SONOMA FLATBREADS,$758.28,72.00
859,CRISPY GREEN,$755.94,106.00
3561,V8 V FUSION,$754.35,165.00
2721,PULL-UPS,$753.46,60.00
1952,LES DAUPHINS,$751.53,47.00
1130,EVIAN,$750.84,136.00
34,A2 MILK,$749.83,167.00
249,BARD VALLEY,$748.99,101.00
3223,STATE FAIR,$746.08,164.00
1962,LIFEWTR,$742.85,255.00
2637,PLANET OAT,$742.14,186.00
1173,FEVER TREE,$740.11,109.00
2288,NABISCO,$739.23,77.00
1761,KEEBLER TOASTEDS,$737.88,146.00
3691,WILMOT FARMS,$737.18,82.00
3729,YOCRUNCH,$736.94,196.00
1238,FRANCIS COPPOLA,$736.61,39.00
1925,LAYER CAKE,$736.60,40.00
2455,OLIVE GARDEN,$736.09,189.00
796,CONCORD FOODS,$735.90,570.00
2184,MINUTE MAID PREMIUM,$733.76,276.00
3189,SPARKLING OH,$731.43,387.00
2729,PURE LOVE VINEYARDS,$730.57,43.00
609,CASCADIAN FARM,$730.10,166.00
2774,QUEEN ANNE,$728.99,271.00
3071,SIETE FAMILY FOODS,$728.71,129.00
1525,HERITAGE,$728.19,81.00
3694,WINSTON,$728.03,57.00
864,CROSSE & BLACKWELL,$727.21,185.00
937,DELIZZA,$725.77,113.00
955,DEVOUR,$725.59,175.00
1096,EMMI,$725.43,57.00
1504,HEAD & SHOULDERS,$723.93,109.00
562,CANDONI,$723.60,40.00
73,ALESSI,$721.44,200.00
2861,RICE KRISPIE TREATS,$719.97,133.00
2177,MILTONS,$718.18,208.00
1756,KEEBLER FUDGE SHOPPE,$716.92,192.00
1095,EMERGEN-C,$716.21,55.00
1967,LILYS SWEETS,$715.53,163.00
2102,MASTER OF MIXES,$715.25,125.00
2448,OLD TRAPPER,$714.91,59.00
722,CLAIROL HERBAL ESSENCES,$713.93,129.00
3476,TRADITIONAL MEDICINALS,$711.40,112.00
3215,STARBURST,$711.10,308.00
3003,SCOTCH BRITE,$709.47,187.00
1887,LA CROIX,$708.21,129.00
2430,OH YEAH,$706.20,250.00
2065,MANNS SUNNY SHORES,$703.91,209.00
2087,MARTINELLIS,$703.29,131.00
485,BUBBA BURGER,$702.42,58.00
3251,STONERIDGE ORCHARDS,$702.24,176.00
2085,MARTHA WHITE,$701.25,643.00
61,AIR WICK,$701.11,121.00
763,COFFEE MATE,$700.17,183.00
755,COBBLESTONE BREAD,$698.54,184.00
2174,MILLER HIGH LIFE,$696.19,71.00
715,CIGAR CITY BREWING,$694.39,61.00
191,AURORA,$693.72,78.00
2178,MILWAUKEES BEST,$693.14,86.00
1772,KELLOGGS CORN FLAKES,$692.15,155.00
3570,VANS,$691.99,199.00
1882,LA CHOY,$690.47,367.00
2227,MORTON (MRTN1),$689.96,374.00
2104,MATCH BOOK,$689.70,30.00
2375,NIVEA,$688.44,148.00
1216,FOLGERS,$686.93,101.00
2696,PRILOSEC OTC,$686.40,36.00
3421,THOMAS FARMS,$685.02,98.00
3114,SKIPPY,$684.45,175.00
2509,PACIFIC RIM,$683.62,38.00
3021,SEAGLASS,$683.62,38.00
2744,PURINA DOG CHOW,$682.67,99.00
3067,SIERRA MIST,$681.37,163.00
1475,HALLS,$678.55,225.00
2034,LUNDBERG,$678.39,141.00
1421,GOOSE ISLAND,$674.65,57.00
1973,LINE 39,$674.55,45.00
1479,HAMPTON FARMS,$672.74,176.00
2926,RUTHERFORD RANCH,$671.83,17.00
135,ANTIGAL,$671.68,32.00
1614,IMAGERY,$671.68,32.00
1674,JESSE JONES,$671.10,230.00
1729,KA-ME,$670.64,176.00
2202,MOET & CHANDON,$669.90,10.00
3213,STARBOROUGH,$669.65,35.00
3314,SWEET EARTH,$669.16,134.00
204,AXE,$667.84,126.00
2403,NUTRAMIGEN,$667.29,21.00
2640,PLAYTEX,$665.63,87.00
1473,HAHN ESTATES,$665.63,37.00
2536,PARMCRISPS,$662.35,165.00
243,BAR HARBOR,$662.11,147.00
2588,PERRIER,$662.00,200.00
2125,MELLO YELLO,$661.25,225.00
1231,FOSTERS,$660.00,220.00
860,CRISTALINO,$659.40,60.00
3679,WICKED JOE,$659.34,66.00
2740,PURINA BEYOND,$659.25,225.00
1079,EGG BEATERS,$657.63,147.00
365,BLUE BONNET,$655.11,475.00
2326,NATURES RECIPE,$654.02,366.00
133,ANNIE CHUNS,$652.70,186.00
2847,REIGN,$652.50,261.00
2561,PEDIALTYE,$651.40,110.00
297,BELA,$651.01,209.00
2036,LUVS,$649.74,56.00
1907,LAKEWOOD,$649.31,91.00
124,ANGELINE,$647.63,37.00
3124,SMART BALANCE,$647.47,145.00
2330,NEAR EAST,$646.86,296.00
928,DEEP RIVER,$644.33,67.00
1091,ELOUAN,$642.77,23.00
1384,GO VEGGIE,$642.76,144.00
2084,MARS,$641.79,61.00
1518,HELPER,$640.35,305.00
3669,WHITE LILY,$640.07,193.00
3194,SPIKED SELTZER,$639.67,33.00
141,AQUA STAR,$639.36,64.00
1666,JEDS,$639.36,64.00
2642,PLUGRA,$639.22,178.00
646,CESAR,$639.15,299.00
132,ANNES,$638.35,135.00
1863,KOZY SHACK,$638.13,179.00
2435,OLD BAY,$637.49,145.00
3590,VICTORY,$637.48,52.00
3416,THERAFLU,$636.57,67.00
3459,TONY CHACHERES,$635.76,154.00
3403,THE LAUGHING COW,$631.89,111.00
2159,MIDS,$631.53,147.00
692,CHICKEN IN A BISKIT,$631.47,153.00
1706,JOSE OLE,$631.14,106.00
2283,MY MO,$629.44,110.00
1179,FILIPPO BERIO,$628.64,116.00
3478,TRANS OCEAN,$628.43,197.00
2438,OLD HOME KITCHENS,$628.26,74.00
3730,YOGI TEA,$627.57,109.00
3525,TWIX,$626.80,297.00
2152,MICHELOB LIGHT,$626.67,33.00
407,BONA,$626.21,53.00
2687,PREMIER NUTRITION,$625.75,65.00
218,BADIA,$625.66,242.00
1588,HOUSE AUTRY,$625.17,239.00
2106,MATEOS GOURMET SALSA,$624.22,118.00
2582,PEPTO,$622.17,105.00
1433,GRANDMAS,$619.93,157.00
3737,YORK,$618.87,117.00
3399,THE GREEK GODS,$616.99,145.00
2872,RIO BRIATI,$616.99,101.00
2863,RICE-A-RONI,$615.28,392.00
1646,J ROGET,$615.23,77.00
1266,FRIGO,$613.66,114.00
1093,ELYSIAN BREWING,$612.67,33.00
42,ACE,$612.03,53.00
2901,ROSATELLO,$611.64,36.00
2586,PERONI,$611.57,43.00
1814,KIBBLES N BITS,$609.48,52.00
2368,NIAGARA,$608.36,164.00
3013,SCRUBBING BUBBLES,$606.57,149.00
1961,LIFEWAY,$602.95,155.00
2999,SCHWEID AND SONS,$602.47,53.00
1408,GOOD CULTURE,$602.14,263.00
2018,LOVE NOIR,$601.57,43.00
1298,GALLO,$601.28,72.00
3591,VICTORY BREWING,$599.50,50.00
3759,ZICAM,$598.80,46.00
3506,TRUMOO,$598.13,175.00
590,CAROLINA BRIGHT LEAF,$597.56,124.00
1012,DRANO,$594.49,81.00
2063,MANISCHEWITZ,$594.26,126.00
149,ARCHWAY,$593.84,164.00
3091,SIMPLY NAKED,$593.67,33.00
81,ALKALINE 88,$592.49,171.00
924,DE WAFELBAKKERS,$592.31,149.00
1603,IBC,$591.24,156.00
3569,VANITY FAIR,$591.06,186.00
2767,QUAKER LIFE,$590.52,148.00
1357,GILLETTE VENUS,$590.02,58.00
2998,SCHWEID & SONS,$589.42,58.00
196,AUSTRALIS,$589.41,59.00
2258,MRS THINSTERS,$587.99,149.00
221,BAILEYS,$587.82,158.00
1002,DOWS,$587.70,30.00
1737,KANIMI SMART SALMON,$587.02,98.00
2429,OGX,$586.72,78.00
3151,SOCIABLES,$586.53,147.00
119,ANDES,$585.82,144.00
2466,OPTI FREE,$585.52,54.00
2810,READY CRUST,$585.48,192.00
1409,GOOD FOOD MADE SIMPLE,$582.74,166.00
2688,PREMIER PROTEIN,$581.11,61.00
1059,EARTH BALANCE,$580.03,127.00
2801,RAVAGE,$575.64,36.00
1401,GOLDFISH,$575.12,128.00
2602,PETER VELLA,$574.74,26.00
2209,MONET,$574.72,128.00
3663,WHISKAS,$572.95,307.00
3278,SUJA,$572.03,147.00
2120,MCMANIS,$569.62,38.00
2067,MAOLA,$568.68,132.00
2725,PURAFILTER,$568.62,78.00
2699,PRIMIZIE,$566.58,142.00
1679,JIFFY,$564.39,793.00
1885,LA COSTENA,$563.91,283.00
2232,MOTRIN,$562.82,76.00
2365,NEXIUM,$562.14,36.00
1607,ICELANDIC PROVISIONS,$562.01,337.00
1662,JASON,$560.81,69.00
165,ART DESSERT,$559.98,102.00
1045,DURAFLAME,$559.77,83.00
586,CARNIVOR,$558.71,29.00
1797,KENTUCKY,$558.57,43.00
2033,LUNA,$557.72,404.00
592,CAROLINA NUT,$557.48,120.00
1943,LEGAL SEA FOODS,$557.38,62.00
2603,PETEYS BING,$556.90,199.00
1420,GOODYS,$554.00,102.00
3014,SCUNCI,$551.93,143.00
920,DAVINCI,$550.72,28.00
671,CHEATING GOURMET,$550.56,94.00
1705,JOSE CUERVO,$550.26,74.00
1311,GARELICK FARMS,$550.16,184.00
1395,GOLDEN BLOSSOM,$550.14,66.00
685,CHESTERS,$550.00,275.00
3191,SPECIAL K,$548.62,146.00
1490,HAPPY BABY,$548.57,235.00
126,ANGOSTURA,$548.39,61.00
47,ACT II,$546.89,161.00
2896,ROLO,$546.50,262.00
2378,NO YOLKS,$546.17,163.00
1426,GOURMET DINING,$545.09,91.00
1338,GERBER ORGANICS,$544.46,272.00
1809,KEURIG KRISPY KREME,$544.29,49.00
3566,VAN CAMPS,$543.76,454.00
21,7 MOONS,$543.66,34.00
1708,JOSH,$543.66,34.00
1837,KITCHEN BASICS,$543.51,149.00
2037,LUZIANNE,$542.12,118.00
234,BAND-AID,$541.35,137.00
620,CATAWBA,$540.47,53.00
1511,HEAT HOLDERS,$539.64,36.00
3229,STEAK UMM,$539.49,51.00
3320,SWEETARTS,$537.41,147.00
2124,MELITTA,$537.21,147.00
2473,ORE IDA,$535.84,216.00
897,DAIYA,$535.74,54.00
3620,VOORTMAN,$535.29,151.00
2321,NATURES EARTHLY CHOICE,$535.00,96.00
227,BALL,$532.74,64.00
661,CHARLIES SOAP,$532.66,34.00
1453,GREY POUPON,$532.46,144.00
1431,GRAND SUISSE,$531.62,38.00
2584,PERFECT BAR,$531.35,211.00
3605,VIRGINA SLIMS,$531.23,57.00
2651,POLLY O,$529.82,118.00
1105,ENLIGHTENED,$529.26,90.00
1162,FATBOY,$528.94,106.00
1170,FERRERO ROCHER,$526.73,125.00
2853,RESER'S,$526.60,142.00
2874,RISATA,$524.75,25.00
1187,FIRESTEED,$524.75,25.00
3308,SUSHI CHEF,$524.31,117.00
2019,LR RICE HONEY,$522.36,64.00
3148,SNUGGLE,$521.27,131.00
3450,TOFURKY,$520.94,106.00
2255,MRS PAULS,$520.64,76.00
1813,KEYSTONE,$520.57,43.00
3583,VERTICAL ROOTS,$520.26,174.00
1506,HEALTH ADE,$518.70,130.00
2406,NUTTER BUTTER,$518.57,137.00
3371,TENDA BAKE,$518.44,194.00
3758,ZEVIA,$518.32,88.00
2136,MERITA,$516.75,159.00
2969,SAPUTO STELLA,$516.65,85.00
79,ALKA SELTZER,$514.85,81.00
3768,ZYRTEC,$514.71,29.00
2477,ORGAIN,$514.68,32.00
3629,WALKERS,$514.58,90.00
1647,J VINEYARDS,$513.86,14.00
2449,OLD WISCONSIN,$513.19,81.00
62,AIRBORNE,$513.15,65.00
1620,INGLEHOFFER,$512.96,198.00
2205,MOLSON,$512.64,36.00
2723,PUP-PERONI,$512.64,86.00
3077,SILVER SPRING,$511.33,177.00
1868,KRIMSON,$511.16,84.00
3049,SEVENTH GENERATION,$510.87,63.00
2462,ONE A DAY,$510.83,41.00
2059,MAMA MARYS,$508.62,86.00
2363,NEWTONS,$507.55,113.00
3061,SHOCK TOP,$507.11,40.00
2730,PURE PROTEIN,$506.92,188.00
682,CHEF SHAMY FRESH CHURNED,$505.31,169.00
1391,GOLD BOND,$504.83,79.00
3760,ZICO,$504.01,125.00
2779,QUILT,$503.93,7.00
18,4C,$503.48,192.00
1996,LOGICAL PET LLC,$503.37,63.00
3579,VERDI,$503.37,63.00
2986,SCHAR,$503.01,75.00
1994,LOG CABIN,$502.39,115.00
1959,LIFE SAVERS,$501.94,194.00
1565,HONEST TEA,$501.78,162.00
2398,NUDGES,$497.79,55.00
200,AVALON ORGANICS,$497.68,50.00
3374,TERRAPIN,$497.66,34.00
1873,KRYSSOS,$497.22,78.00
2921,RUMFORD,$496.01,229.00
320,BESTE,$495.61,189.00
1932,LEA & PERRINS,$494.94,102.00
2866,RICOLA,$494.81,177.00
1205,FLIP FLOP,$493.38,62.00
3524,TWISTED TEA,$492.77,74.00
3560,V8 SPLASH,$492.27,183.00
1857,KOOL AID,$488.94,"1,376.00"
1810,KEURIG NEWMANS OWN,$487.57,45.00
1600,HUY FONG,$485.74,94.00
3025,SEAPAK,$483.86,54.00
2151,MICHELOB,$483.64,36.00
3749,ZARBEES,$483.46,54.00
2632,PIRATES BOOTY,$482.18,161.00
555,CAMPBELLS SPAGHETTIOS,$481.96,412.00
900,DALMATIA,$481.34,66.00
330,BIG BOSS ANGRY ANGEL,$479.58,42.00
1380,GLUTINO,$478.20,102.00
1770,KELLOGGS APPLE JACKS,$476.70,154.00
260,BARQS,$475.43,107.00
1768,KELLOGGS,$475.28,137.00
3326,SWERVE,$475.15,55.00
1804,KEURIG CARIBOU COFFEE,$473.77,55.00
1237,FOXHORN VINEYARDS,$473.61,39.00
29,A TO Z,$472.81,19.00
1802,KETTLE AND FIRE,$472.68,52.00
2088,MARTINI & ROSSI,$472.57,43.00
2914,RUBSCHLAGER,$472.42,158.00
1978,LIQUID PLUMR,$472.41,69.00
3341,TACO BELL,$471.90,110.00
2217,MONTELI,$469.34,66.00
3651,WERTHERS,$468.83,157.00
1823,KINDER,$468.65,295.00
3611,VITA COCO,$468.53,107.00
2987,SCHICK,$468.50,36.00
1352,GILLETTE MACH3,$468.29,43.00
181,ATLANTA CHEESECAKE CO,$467.74,26.00
296,BEL GIOIOSO,$466.65,85.00
873,CRUZ GARCIA,$463.69,31.00
3484,TRIBUCHA,$463.45,155.00
1811,KEURIG SWISS MISS,$463.43,51.00
1347,GILLETTE,$463.24,52.00
3256,STRAMATO,$462.84,116.00
2892,ROL ROCK,$462.59,48.00
3227,STAVE AND STEEL,$461.79,21.00
1889,LA MARCA,$460.84,16.00
2332,NEGRA MODELO,$459.68,32.00
2855,RESOLVE,$458.63,79.00
2547,PAUL MITCHELL,$457.63,29.00
212,BACARDI,$455.74,130.00
3206,SQUIRT,$455.04,146.00
3382,THAI KITCHEN,$454.39,93.00
2953,SAMBUCOL,$452.27,35.00
1569,HOOD,$452.24,114.00
3654,WESTBROOK FLORAL,$450.46,79.00
1803,KETTLE BRAND,$450.21,129.00
1122,EURO CLASSIC,$450.21,129.00
3581,VERMONT CREAMERY,$450.18,122.00
2218,MONTELLIANA,$447.68,32.00
1278,FULL MOON,$447.49,51.00
2385,NONNIS,$446.98,112.00
1104,ENJOY LIFE FOODS,$446.95,93.00
3520,TWISTED,$446.61,39.00
1999,LONERIDER BR,$445.56,44.00
2976,SAU SEA,$445.51,149.00
2761,PYREX,$444.94,52.00
2776,QUESO MELT,$443.26,74.00
922,DE CECCO,$442.54,136.00
340,BIRCH BENDERS,$440.12,68.00
1501,HAWAIIAN PUNCH,$440.01,179.00
2189,MIRALAX,$439.63,27.00
